,name,presentation type,github link,stars
1219,SceneCode: Monocular Dense Semantic Reconstruction using Learned Encoded Scene Representations,Poster,,0
1220,StereoDRNet: Dilated Residual StereoNet,Poster,,0
1221,The Alignment of the Spheres: Globally-Optimal Spherical Mixture Alignment for Camera Pose Estimation,Poster,,0
1222,Learning joint reconstruction of hands and manipulated objects,Poster,,0
1223,Deep Single Image Camera Calibration with Radial Distortion,Poster,,0
1224,CAM-Convs: Camera-Aware Multi-Scale Convolutions for Single-View Depth Prediction,Poster,,0
1225,Translate-to-Recognize Networks for RGB-D Indoor Scene Recognition,Poster,,0
1226,Re-Identification Supervised 3D Texture Generation,Poster,,0
1227,Action4D: Online Action Recognition in the Crowd and Clutter,Poster,,0
1228,Monocular 3D Object Detection Leveraging Accurate Proposals and Shape Reconstruction,Poster,,0
1229,Attribute-aware Face Aging with Wavelet-based Generative Adversarial Networks,Poster,,0
1230,Low-Rank Laplacian-Uniform Mixed Model for Robust Face Recognition,Poster,,0
1231,Generalizing Eye Tracking with Bayesian Adversarial Learning,Poster,,0
1232,Local Relationship Learning with Person-specific Regularization for Facial Action Unit Detection,Poster,,0
1233,Point-to-Pose Voting based Hand Pose Estimation using Residual Permutation Equivariant Layer,Poster,,0
1234,Improving User-Specific Gaze Estimation via Gaze Redirection Synthesis,Poster,,0
1235,AdaptiveFace: Adaptive Margin and Sampling for Face Recognition,Poster,,0
1236,Self-supervised Fitting of Articulated Meshes to Point Clouds,Poster,,0
1237,TACNet: Transition-Aware Context Network for Spatio-Temporal Action Detection,Poster,,0
1238,Local Temporal Bilinear Pooling for Fine-grained Action Parsing,Poster,,0
1239,Improving Action Localization by Progressive Cross-stream Cooperation,Poster,,0
1240,Two-Stream Adaptive Graph Convolutional Networks for Skeleton-Based Action Recognition,Poster,,0
1241,A neural network based on SPD manifold learning for skeleton-based hand gesture recognition,Poster,,0
1242,Large-scale weakly-supervised pre-training for video action recognition,Poster,,0
1243,Learning Spatio-Temporal Representation with Local and Global Diffusion,Poster,,0
1244,Double Nuclear Norm based Low Rank Representation on Grassmann Manifolds for Clustering,Poster,,0
1245,SR-LSTM: State Refinement for LSTM towards Pedestrian Trajectory Prediction,Poster,,0
1246,An Efficient Schmidt-EKF for 3D Visual-Inertial SLAM,Poster,,0
1247,Convolutional Spatial Fusion for Multi-Agent Trajectory Prediction,Poster,,0
1248,Coordinate-based Texture Inpainting for Pose-Guided Image Generation,Poster,,0
1249,Stable Generative Adversarial Training via Data Distribution Filtering,Poster,,0
1250,Texture Mixer: A Network for Controllable Synthesis and Interpolation of Texture,Poster,,0
1251,Object-driven Text-to-Image Synthesis via Adversarial Training,Poster,,0
1252,Zoom-In-to-Check: Boosting Video Interpolation via Instance-level Discrimination,Poster,,0
1253,Disentangling Latent Space for VAE by Label Relevant/Irrelevant Dimensions,Poster,,0
1254,Spectral Reconstruction from Dispersive Blur: Approaching Full Light Throughput Spectral Imager,Poster,,0
1255,Quasi-Unsupervised Color Constancy,Poster,,0
1256,Deep Defocus Map Estimation using Domain Adaptation,Poster,,0
1257,Using Unknown Occluders to Recover Hidden Scenes,Poster,,0
1258,Learning Parallax Attention for Stereo Image Super-Resolution,Poster,,0
1259,Knowing When to Stop: Evaluation and Verification of Conformity to Output-size Specs,Poster,,0
1260,Focus Loss Functions for Event-based Vision,Poster,,0
1261,Scalable Convolutional Neural Network for Image Compressed Sensing,Poster,,0
1262,"Event Cameras, Contrast Maximization and Reward Functions: an Analysis",Poster,,0
1263,Convolutional Neural Networks Deceived by Visual Illusions,Poster,,0
1264,PDE Acceleration for Active Contours,Poster,,0
1265,Dichromatic Model Based Temporal Color Constancy for AC Light Sources,Poster,,0
1266,Skin-based identification from multispectral image data using CNNs,Poster,,0
1267,Large-scale Distributed Second-order Optimization Using Kronecker-factored Approximate Curvature for Deep Convolutional Neural Networks,Poster,,0
1268,Putting Humans in a Scene: Learning Affordance in 3D Indoor Environments,Poster,,0
1269,PIEs: Pose Invariant Embeddings,Poster,,0
1270,Variational Autoencoders Recover PCA Directions (by Accident),Poster,,0
1271,A Relation-Augmented Fully Convolutional Network for Semantic Segmentation in Aerial Scenes,Poster,,0
1272,Temporal Transformer Networks: Joint Learning of Invariant and Discriminative Time Warping,Poster,,0
1273,PCAN:Learning Attention Map Using Contextual Information for Point Cloud Based Retrieval,Poster,,0
1274,Depth Coefficients for Depth Completion,Poster,,0
1275,Diversify and Match: A Domain Adaptive Representation Learning Paradigm for Object Detection,Poster,,0
1276,Multi-level Multimodal Common Semantic Space for Image-Phrase Grounding,Poster,,0
1277,Spatio-Temporal Dynamics and Semantic Attribute Enriched Visual Encoding for Video Captioning,Poster,,0
1278,Pointing Novel Objects in Image Captioning,Poster,,0
1279,Informative Object Annotations: Tell Me Something I Don’t Know,Poster,,0
1280,Engaging Image Captioning via Personality,Poster,,0
1281,End-to-End Learned Random Walker for Seeded Image Segmentation,Poster,,0
1282,Cascaded Generative and Discriminative Learning for Microcalcification Detection in Breast Mammograms,Poster,,0
1283,C3AE: Exploring the Limits of Compact Model for Age Estimation,Poster,,0
1284,Adaptive Weighting Multi-Field-of-View CNN for Semantic Segmentation in Pathology,Poster,,0
1285,Context-Aware Visual Compatibility Prediction,Poster,,0
1286,Sim-to-Real via Sim-to-Sim: Data-efficient Robotic Grasping via Randomized-to-Canonical Adaptation Networks,Poster,,0
1287,Multiview 2D/3D Rigid Registration via a Point-Of-Interest Network for Tracking and Triangulation (POINT^2),Poster,,0
1288,Context-aware Spatio-recurrent Curvilinear Structure Segmentation,Poster,,0
1289,An Alternative Deep Feature Approach to Line Level Keyword Spotting,Poster,,0
1290,LaserNet: An Efficient Probabilistic 3D Object Detector for Autonomous Driving,Poster,,0
1291,Machine Vision Guided 3D Medical Image Compression for Efficient Transmission and Accurate Segmentation in the Clouds,Poster,,0
1292,Motion estimation of non-holonomic ground vehicles from a single feature correspondence measured over n views,Poster,,0
1293,Large Scale High-Resolution Land Cover Mapping with Multi-Resolution Data,Poster,,0
1294,Leveraging Heterogeneous Auxiliary Tasks to Assist Crowd Counting,Poster,,0
